07/2012;2.525.442 ;415.385,3 ;2.727.981,8 ;4.627.786,4 ;211.392 ;1.411.581 ;143,90
08/2012;2.514.223 ;420.727,9 ;3.148.709,6 ;4.671.508,2 ;216.153 ;1.627.734 ;144,30
09/2012;2.499.551 ;394.335,8 ;3.543.045,4 ;4.703.849,5 ;205.145 ;1.832.879 ;143,73
10/2012;2.492.272 ;423.408,5 ;3.966.453,9 ;4.748.415,5 ;216.197 ;2.049.075 ;144,86
11/2012;2.479.250 ;424.494,1 ;4.390.948,0 ;4.782.960,3 ;210.632 ;2.259.707 ;144,58
12/2012;2.463.549 ;423.812,0 ;4.814.760,0 ;4.814.760,0 ;203.842 ;2.463.549 ;144,14
01/2013;2.468.385 ;414.584,4 ;414.584,4 ;4.861.592,6 ;194.235 ;194.235 ;144,95
02/2013;2.466.552 ;399.106,3 ;813.690,7 ;4.892.846,3 ;190.832 ;385.067 ;143,85
03/2013;2.464.679 ;427.931,1 ;1.241.621,8 ;4.926.909,4 ;206.887 ;591.954 ;144,97
04/2013;2.473.421 ;439.449,9 ;1.681.071,7 ;4.983.778,1 ;208.798 ;800.751 ;146,30
05/2013;2.472.090 ;439.659,0 ;2.120.730,7 ;5.022.364,5 ;205.035 ;1.005.787 ;146,83
06/2013;2.471.651 ;443.478,5 ;2.564.209,2 ;5.066.372,7 ;202.504 ;1.208.291 ;146,34
07/2013;2.473.235 ;459.578,4 ;3.023.787,5 ;5.110.565,8 ;212.977 ;1.421.268 ;146,95
08/2013;2.470.118 ;454.222,9 ;3.478.010,4 ;5.144.060,8 ;213.036 ;1.634.304 ;147,16
09/2013;2.471.716 ;440.332,0 ;3.918.342,4 ;5.190.057,0 ;206.743 ;1.841.046 ;148,03
10/2013;2.469.019 ;468.523,6 ;4.386.866,0 ;5.235.172,1 ;213.500 ;2.054.546 ;148,05
11/2013;2.466.494 ;468.298,3 ;4.855.164,3 ;5.278.976,4 ;208.106 ;2.262.652 ;148,36
12/2013;2.468.456 ;476.454,7 ;5.331.619,0 ;5.331.619,0 ;205.804 ;2.468.456 ;148,73
01/2014;2.472.295 ;460.550,4 ;460.550,4 ;5.377.585,0 ;198.074 ;198.074 ;148,30
02/2014;2.480.881 ;456.108,9 ;916.659,3 ;5.434.587,6 ;199.417 ;397.491 ;147,97
03/2014;2.481.475 ;469.286,1 ;1.385.945,4 ;5.475.942,7 ;207.482 ;604.973 ;147,83
04/2014;2.479.090 ;476.296,7 ;1.862.242,1 ;5.512.789,4 ;206.412 ;811.385 ;147,00
05/2014;2.480.089 ;480.664,1 ;2.342.906,2 ;5.553.794,5 ;206.035 ;1.017.419 ;146,26
06/2014;2.475.115 ;465.327,6 ;2.808.233,7 ;5.575.643,6 ;197.530 ;1.214.949 ;143,52
07/2014;2.471.428 ;490.266,0 ;3.298.499,8 ;5.606.331,2 ;209.290 ;1.424.239 ;144,66
08/2014;2.465.442 ;485.880,8 ;3.784.380,5 ;5.637.989,1 ;207.050 ;1.631.289 ;145,64
09/2014;2.465.554 ;485.979,5 ;4.270.360,0 ;5.683.636,6 ;206.855 ;1.838.144 ;146,15
10/2014;2.462.301 ;502.784,5 ;4.773.144,5 ;5.717.897,5 ;210.246 ;2.048.391 ;145,48
11/2014;2.457.345 ;498.050,2 ;5.271.194,7 ;5.747.649,3 ;203.150 ;2.251.540 ;145,63
12/2014;2.454.846 ;507.758,3 ;5.778.953,0 ;5.778.953,0 ;203.306 ;2.454.846 ;146,21
01/2015;2.403.517 ;481.108,8 ;481.108,8 ;5.799.511,4 ;146.745 ;146.745 ;145,31
02/2015;2.348.805 ;467.039,1 ;948.147,9 ;5.810.441,6 ;144.705 ;291.450 ;144,34
03/2015;2.300.374 ;508.688,9 ;1.456.836,8 ;5.849.844,4 ;159.051 ;450.501 ;144,02
04/2015;2.245.582 ;493.490,7 ;1.950.327,5 ;5.867.038,4 ;151.620 ;602.120 ;142,47
05/2015;2.188.979 ;491.309,0 ;2.441.636,5 ;5.877.683,3 ;149.432 ;751.553 ;141,18
06/2015;2.140.098 ;495.331,1 ;2.936.967,6 ;5.907.686,9 ;148.648 ;900.201 ;139,89
07/2015;2.084.509 ;511.082,5 ;3.448.050,2 ;5.928.503,4 ;153.701 ;1.053.902 ;138,81
08/2015;2.028.548 ;501.228,4 ;3.949.278,6 ;5.943.851,0 ;151.089 ;1.204.991 ;139,12
09/2015;1.969.686 ;495.908,8 ;4.445.187,3 ;5.953.780,3 ;147.993 ;1.352.984 ;137,90
10/2015;1.910.075 ;517.748,5 ;4.962.935,8 ;5.968.744,3 ;150.635 ;1.503.619 ;138,86
11/2015;1.853.154 ;512.545,9 ;5.475.481,8 ;5.983.240,1 ;146.230 ;1.649.849 ;136,92
12/2015;1.796.168 ;520.305,2 ;5.995.787,0 ;5.995.787,0 ;146.319 ;1.796.168 ;136,40
01/2016;1.791.291 ;489.389,9 ;489.389,9 ;6.004.068,0 ;141.868 ;141.868 ;135,65
02/2016;1.790.961 ;491.537,7 ;980.927,6 ;6.028.566,6 ;144.375 ;286.243 ;135,53
03/2016;1.787.303 ;518.555,5 ;1.499.483,1 ;6.038.433,3 ;155.392 ;441.636 ;134,62
04/2016;1.786.406 ;509.734,4 ;2.009.217,5 ;6.054.677,0 ;150.723 ;592.359 ;134,72
05/2016;1.785.434 ;513.257,0 ;2.522.474,5 ;6.076.625,0 ;148.461 ;740.819 ;134,06
06/2016;1.787.566 ;535.294,2 ;3.057.768,7 ;6.116.588,0 ;150.780 ;891.600 ;134,64
07/2016;1.786.305 ;532.228,9 ;3.589.997,6 ;6.137.734,4 ;152.440 ;1.044.040 ;134,36
08/2016;1.789.742 ;533.798,3 ;4.123.795,8 ;6.170.304,3 ;154.525 ;1.198.565 ;133,83
09/2016;1.791.905 ;511.197,1 ;4.634.992,9 ;6.185.592,6 ;150.157 ;1.348.722 ;133,71
10/2016;1.791.317 ;526.082,6 ;5.161.075,5 ;6.193.926,7 ;150.047 ;1.498.769 ;133,29
11/2016;1.794.980 ;541.300,5 ;5.702.376,1 ;6.222.681,3 ;149.892 ;1.648.661 ;133,07
12/2016;1.800.134 ;566.951,9 ;6.269.328,0 ;6.269.328,0 ;151.473 ;1.800.134 ;132,27
01/2017;1.819.835 ;528.484,2 ;528.484,2 ;6.308.422,3 ;161.569 ;161.569 ;133,64
02/2017;1.838.494 ;515.511,8 ;1.043.996,0 ;6.332.396,5 ;163.033 ;324.603 ;135,91
03/2017;1.861.804 ;545.218,3 ;1.589.214,4 ;6.359.059,3 ;178.703 ;503.305 ;135,72
04/2017;1.880.263 ;525.795,0 ;2.115.009,3 ;6.375.119,8 ;169.183 ;672.488 ;135,91
05/2017;1.903.838 ;549.708,5 ;2.664.717,8 ;6.411.571,3 ;172.035 ;844.523 ;134,89
06/2017;1.923.994 ;558.147,9 ;3.222.865,7 ;6.434.425,0 ;170.936 ;1.015.459 ;136,00
07/2017;1.946.327 ;558.824,6 ;3.781.690,3 ;6.461.020,8 ;174.773 ;1.190.233 ;136,45
08/2017;1.969.542 ;557.634,7 ;4.339.325,1 ;6.484.857,2 ;177.740 ;1.367.972 ;135,74
09/2017;1.991.408 ;531.220,7 ;4.870.545,8 ;6.504.880,9 ;172.023 ;1.539.995 ;135,60
10/2017;2.015.411 ;552.398,8 ;5.422.944,6 ;6.531.197,1 ;174.050 ;1.714.045 ;135,67
11/2017;2.039.094 ;568.669,1 ;5.991.613,7 ;6.558.565,6 ;173.575 ;1.887.621 ;135,91
12/2017;2.062.508 ;591.705,3 ;6.583.319,0 ;6.583.319,0 ;174.887 ;2.062.508 ;137,67
01/2018;2.051.047 ;559.193,7 ;559.193,7 ;6.614.028,5 ;150.108 ;150.108 ;137,22
02/2018;2.036.039 ;532.954,3 ;1.092.148,0 ;6.631.470,9 ;148.025 ;298.134 ;137,19
03/2018;2.018.770 ;565.685,7 ;1.657.833,7 ;6.651.938,3 ;161.434 ;459.567 ;137,15
04/2018;2.008.457 ;565.901,8 ;2.223.735,5 ;6.692.045,1 ;158.869 ;618.437 ;138,44
05/2018;1.987.977 ;552.330,2 ;2.776.065,7 ;6.694.666,9 ;151.556 ;769.993 ;132,96
06/2018;1.974.484 ;586.470,3 ;3.362.536,0 ;6.722.989,3 ;157.442 ;927.435 ;137,35
07/2018;1.960.982 ;589.523,8 ;3.952.059,7 ;6.753.688,4 ;161.272 ;1.088.707 ;138,15
08/2018;1.947.484 ;590.312,8 ;4.542.372,5 ;6.786.366,5 ;164.242 ;1.252.949 ;139,21
09/2018;1.931.345 ;557.098,4 ;5.099.471,0 ;6.812.244,1 ;155.884 ;1.408.833 ;138,19
10/2018;1.918.151 ;592.470,2 ;5.691.941,1 ;6.852.315,5 ;160.856 ;1.569.689 ;137,88
11/2018;1.902.878 ;594.008,0 ;6.285.949,1 ;6.877.654,4 ;158.302 ;1.727.991 ;138,34
12/2018;1.884.760 ;603.227,0 ;6.889.176,1 ;6.889.176,1 ;156.769 ;1.884.760 ;138,66
01/2019;1.881.051 ;578.524,0 ;578.524,0 ;6.908.506,4 ;146.399 ;146.399 ;139,09
02/2019;1.879.406 ;567.984,1 ;1.146.508,0 ;6.943.536,1 ;146.381 ;292.779 ;137,48
03/2019;1.870.428 ;579.172,6 ;1.725.680,6 ;6.957.023,0 ;152.455 ;445.234 ;137,29
04/2019;1.864.759 ;592.873,5 ;2.318.554,1 ;6.983.994,7 ;153.201 ;598.435 ;137,35
05/2019;1.866.958 ;604.606,9 ;2.923.161,0 ;7.036.271,4 ;153.755 ;752.190 ;138,11
06/2019;1.858.925 ;598.325,5 ;3.521.486,4 ;7.048.126,6 ;149.409 ;901.599 ;138,45
07/2019;1.855.897 ;627.079,2 ;4.148.565,6 ;7.085.682,0 ;158.244 ;1.059.843 ;138,16
08/2019;1.849.284 ;616.172,4 ;4.764.738,0 ;7.111.541,6 ;157.629 ;1.217.472 ;138,71
09/2019;1.847.351 ;599.448,0 ;5.364.186,0 ;7.153.891,1 ;153.952 ;1.371.423 ;139,35
10/2019;1.845.279 ;628.302,2 ;5.992.488,2 ;7.189.723,1 ;158.784 ;1.530.207 ;139,71
11/2019;1.841.823 ;624.630,9 ;6.617.119,1 ;7.220.346,0 ;154.847 ;1.685.054 ;139,64
12/2019;1.839.292 ;639.806,5 ;7.256.925,6 ;7.256.925,6 ;154.238 ;1.839.292 ;139,14
01/2020;1.813.122 ;608.395,1 ;608.395,1 ;7.286.796,7 ;120.229 ;120.229 ;139,23
02/2020;1.787.274 ;595.037,7 ;1.203.432,7 ;7.313.850,3 ;120.533 ;240.761 ;139,66
03/2020;1.756.772 ;599.988,2 ;1.803.421,0 ;7.334.665,9 ;121.953 ;362.714 ;131,05
04/2020;1.713.267 ;546.313,8 ;2.349.734,8 ;7.288.106,3 ;109.696 ;472.411 ;118,30
05/2020;1.669.451 ;555.930,3 ;2.905.665,1 ;7.239.429,7 ;109.939 ;582.349 ;-
Fonte;BCB-Depec;BCB-Depec;BCB-Depec;BCB-Depec;BCB-Depec;BCB-Depec;BCB-Depec
