10/2015;74,90 ;91,80 ;345,38 ;1,24 ;1,83 ;84,80 ;100,20 ;80,00 ;92,40 ;97,70;94,20 ;107,90 ;92,80
11/2015;90,70 ;87,40 ;377,24 ;0,66 ;0,75 ;83,40 ;93,40 ;114,70 ;89,90 ;95,20;93,30 ;99,00 ;88,00
12/2015;92,80 ;101,60 ;392,93 ;1,21 ;0,84 ;93,40 ;107,30 ;88,10 ;79,80 ;95,80;110,00 ;104,80 ;102,30
01/2016;74,50 ;80,40 ;451,76 ;0,93 ;1,05 ;78,30 ;86,00 ;83,90 ;82,20 ;108,70;84,40 ;89,20 ;80,50
02/2016;69,60 ;78,20 ;438,69 ;0,69 ;0,69 ;73,90 ;84,80 ;114,10 ;81,00 ;105,20;79,70 ;90,00 ;78,90
03/2016;74,50 ;84,40 ;444,74 ;0,12 ;0,12 ;79,50 ;95,80 ;76,00 ;81,80 ;101,90;87,70 ;98,30 ;85,20
04/2016;66,40 ;76,00 ;427,68 ;0,43 ;0,39 ;74,20 ;89,80 ;74,80 ;77,70 ;98,50;80,80 ;93,30 ;77,10
05/2016;70,10 ;73,70 ;441,60 ;0,45 ;0,43 ;74,30 ;93,60 ;98,70 ;79,20 ;99,10;82,10 ;95,70 ;74,90
06/2016;63,50 ;72,60 ;448,40 ;0,11 ;0,28 ;75,00 ;89,60 ;102,10 ;82,20 ;98,80;80,90 ;94,30 ;74,00
07/2016;66,30 ;75,90 ;447,36 ;0,53 ;0,46 ;76,40 ;88,40 ;90,80 ;84,70 ;97,90;83,40 ;98,60 ;76,90
08/2016;65,50 ;74,90 ;451,29 ;0,25 ;0,05 ;75,90 ;88,70 ;91,90 ;87,20 ;96,10;82,30 ;99,80 ;76,20
09/2016;59,80 ;74,00 ;461,99 ;0,22 ;0,17 ;73,50 ;84,30 ;101,40 ;83,60 ;93,30;79,40 ;97,90 ;75,40
10/2016;68,20 ;77,70 ;436,85 ;0,36 ;0,21 ;75,50 ;85,10 ;111,70 ;84,40 ;91,80;84,60 ;103,20 ;78,90
11/2016;86,60 ;79,90 ;436,68 ;0,28 ;0,33 ;79,20 ;84,70 ;114,30 ;89,00 ;95,20;88,10 ;98,50 ;80,40
12/2016;81,60 ;89,60 ;431,71 ;1,12 ;0,87 ;87,80 ;99,80 ;108,80 ;87,40 ;86,90;102,70 ;107,50 ;90,60
01/2017;75,90 ;58,40 ;432,65 ;0,72 ;1,08 ;75,80 ;82,80 ;83,70 ;102,40 ;91,60;75,00 ;84,90 ;61,70
02/2017;62,70 ;59,90 ;416,59 ;-0,03 ;0,25 ;69,00 ;78,10 ;150,30 ;89,70 ;91,20;70,80 ;81,30 ;63,00
03/2017;79,30 ;62,20 ;415,39 ;-0,02 ;0,25 ;79,80 ;93,70 ;121,10 ;109,80 ;88,40;78,60 ;94,10 ;66,20
04/2017;67,90 ;64,80 ;427,37 ;0,54 ;0,28 ;75,60 ;86,00 ;106,80 ;93,30 ;85,80;74,30 ;78,40 ;68,40
05/2017;74,10 ;64,30 ;422,53 ;0,24 ;0,21 ;83,70 ;95,10 ;124,30 ;99,60 ;84,00;79,00 ;86,60 ;68,60
06/2017;70,10 ;65,60 ;404,88 ;-0,22 ;-0,21 ;84,20 ;89,30 ;64,00 ;104,70 ;84,90;78,60 ;86,70 ;70,00
07/2017;73,50 ;65,50 ;405,40 ;0,28 ;0,08 ;79,50 ;89,80 ;60,50 ;107,30 ;83,80;78,80 ;87,10 ;69,60
08/2017;74,10 ;63,70 ;396,54 ;0,45 ;0,17 ;81,50 ;95,20 ;74,30 ;112,90 ;83,10;78,80 ;91,20 ;69,50
09/2017;68,90 ;67,20 ;383,03 ;0,22 ;-0,16 ;78,20 ;92,20 ;64,60 ;108,60 ;87,10;76,90 ;86,00 ;72,80
10/2017;72,60 ;65,80 ;388,78 ;0,48 ;0,38 ;80,00 ;92,00 ;64,30 ;114,50 ;88,90;78,70 ;91,20 ;70,60
11/2017;88,20 ;69,50 ;380,52 ;0,46 ;0,55 ;82,70 ;89,40 ;69,60 ;109,70 ;84,10;84,10 ;93,80 ;74,20
12/2017;93,50 ;72,70 ;379,77 ;0,59 ;0,16 ;88,30 ;97,30 ;198,50 ;96,20 ;85,70;96,80 ;94,10 ;76,90
01/2018;80,50 ;54,90 ;416,50 ;-0,15 ;-0,15 ;78,70 ;86,50 ;98,70 ;102,30 ;82,80;74,30 ;82,20 ;60,00
02/2018;65,00 ;52,20 ;408,68 ;0,19 ;0,04 ;67,80 ;78,20 ;66,60 ;91,80 ;83,50;65,80 ;75,40 ;55,90
03/2018;76,70 ;65,70 ;404,60 ;0,01 ;0,18 ;81,90 ;94,40 ;109,00 ;97,40 ;86,00;82,20 ;102,20 ;68,60
04/2018;66,40 ;59,70 ;402,31 ;0,40 ;0,37 ;76,10 ;93,00 ;62,30 ;95,90 ;87,30;75,20 ;90,60 ;63,60
05/2018;68,70 ;63,70 ;404,65 ;0,15 ;0,18 ;77,10 ;96,90 ;44,70 ;100,70 ;88,30;77,90 ;90,30 ;67,60
06/2018;68,70 ;62,50 ;413,02 ;1,20 ;1,43 ;76,10 ;93,90 ;121,70 ;101,60 ;89,50;75,50 ;74,20 ;66,20
07/2018;65,90 ;61,20 ;390,34 ;0,58 ;0,20 ;76,90 ;94,90 ;80,20 ;107,90 ;87,00;75,10 ;79,20 ;65,90
08/2018;65,60 ;63,50 ;385,62 ;-0,72 ;-0,40 ;81,90 ;100,10 ;58,70 ;125,50 ;90,40;77,80 ;87,10 ;68,50
09/2018;63,20 ;63,80 ;390,14 ;1,06 ;0,54 ;75,40 ;91,80 ;93,10 ;108,40 ;87,50;73,80 ;78,70 ;67,90
10/2018;63,70 ;61,10 ;408,57 ;0,41 ;0,38 ;77,30 ;96,30 ;64,80 ;118,10 ;88,30;73,70 ;80,30 ;65,10
11/2018;83,10 ;67,80 ;430,82 ;-0,43 ;-0,58 ;83,10 ;98,60 ;61,30 ;116,80 ;87,90;83,40 ;81,20 ;71,20
12/2018;75,30 ;74,50 ;435,83 ;0,32 ;0,04 ;87,80 ;107,20 ;86,00 ;105,80 ;92,20;93,80 ;83,10 ;78,30
01/2019;73,10 ;52,50 ;427,10 ;0,05 ;0,11 ;78,60 ;95,80 ;102,90 ;117,10 ;88,70;72,30 ;76,80 ;56,60
02/2019;63,00 ;50,50 ;427,54 ;-0,18 ;0,07 ;73,70 ;91,70 ;93,70 ;103,10 ;84,60;70,10 ;88,20 ;54,70
03/2019;66,50 ;55,50 ;474,94 ;0,93 ;0,72 ;77,80 ;103,20 ;84,70 ;105,10 ;86,10;76,60 ;100,60 ;59,50
04/2019;62,90 ;54,40 ;487,02 ;0,77 ;0,67 ;77,10 ;99,30 ;42,80 ;108,50 ;87,50;74,20 ;96,10 ;57,70
05/2019;66,30 ;54,40 ;487,30 ;-0,05 ;0,13 ;81,70 ;109,50 ;46,80 ;116,60 ;85,70;77,50 ;101,10 ;58,50
06/2019;57,90 ;53,30 ;454,90 ;0,13 ;0,04 ;78,50 ;105,40 ;72,70 ;106,60 ;81,00;76,30 ;94,80 ;57,90
07/2019;61,70 ;53,70 ;449,27 ;0,22 ;0,04 ;82,30 ;108,80 ;48,80 ;120,40 ;86,50;77,00 ;96,80 ;57,90
08/2019;59,40 ;56,30 ;433,45 ;0,08 ;0,32 ;82,50 ;111,90 ;38,40 ;126,60 ;83,90;77,50 ;98,00 ;60,90
09/2019;59,70 ;56,10 ;420,01 ;-0,17 ;-0,11 ;80,10 ;108,20 ;45,30 ;119,30 ;85,50;75,40 ;95,80 ;60,50
10/2019;63,10 ;55,90 ;441,91 ;-0,08 ;-0,28 ;84,40 ;112,70 ;50,20 ;132,10 ;87,00;79,20 ;102,20 ;60,90
11/2019;79,50 ;60,30 ;-;0,38 ;0,41 ;84,70 ;113,70 ;48,90 ;127,90 ;88,70;84,20 ;98,30 ;64,70
12/2019;86,50 ;63,30 ;473,90 ;1,62 ;1,36 ;91,40 ;116,70 ;85,30 ;112,90 ;86,60;95,20 ;99,60 ;67,50
01/2020;70,50 ;51,40 ;483,17 ;-0,12 ;-0,04 ;82,80 ;102,70 ;58,40 ;114,00 ;92,00;75,20 ;93,10 ;55,50
02/2020;62,30 ;55,00 ;481,78 ;0,35 ;0,25 ;75,40 ;100,70 ;47,00 ;104,20 ;90,50;73,60 ;89,30 ;59,10
03/2020;49,60 ;63,80 ;484,15 ;-0,22 ;-0,18 ;68,60 ;124,90 ;28,00 ;104,50 ;77,90;71,80 ;84,10 ;68,40
04/2020;36,90 ;62,30 ;471,17 ;-0,58 ;-0,68 ;54,70 ;89,60 ;15,50 ;88,10 ;75,40;57,20 ;67,80 ;65,70
05/2020;63,40 ;59,30 ;441,09 ;-0,28 ;-0,28 ;64,70 ;96,20 ;23,10 ;114,30 ;-;61,80 ;65,60 ;63,50
Fonte;IBGE;IBGE;Dieese;IBGE;IBGE;IBGE;IBGE;IBGE;IBGE;BCB e IBGE;IBGE;IBGE;IBGE
