12/2018;316.300,0 ;294.023,6 ;3.220.696,2 ;2.669,00 ;2.282,00 ;2.227,00 ;1.437,00 ;2.022,73 ;3.760,00 ;1.749,00;5.714,00 ;2.382,31 ;240.377,00 ;213.455,00
01/2019;315.177,1 ;291.921,3 ;3.228.555,4 ;2.689,00 ;2.296,00 ;2.232,00 ;1.433,00 ;2.028,19 ;3.837,00 ;1.757,00;5.734,00 ;2.401,18 ;241.137,00 ;213.698,00
02/2019;306.667,5 ;284.671,9 ;3.240.142,4 ;2.606,00 ;2.305,00 ;2.231,00 ;1.427,00 ;2.028,88 ;3.849,00 ;1.756,00;5.870,00 ;2.399,89 ;233.547,00 ;213.469,00
03/2019;288.937,0 ;268.642,1 ;3.256.590,7 ;2.374,00 ;2.297,00 ;2.244,00 ;1.400,00 ;2.030,82 ;3.841,00 ;1.731,00;5.868,00 ;2.402,05 ;213.940,00 ;212.636,00
04/2019;291.551,4 ;269.407,7 ;3.273.733,4 ;2.346,00 ;2.286,00 ;2.238,00 ;1.407,00 ;2.027,84 ;3.802,00 ;1.717,00;5.929,00 ;2.392,17 ;212.713,00 ;212.819,00
05/2019;293.214,2 ;270.128,0 ;3.287.516,0 ;2.346,00 ;2.269,00 ;2.224,00 ;1.408,00 ;2.015,75 ;3.752,00 ;1.708,00;5.861,00 ;2.372,68 ;213.579,00 ;212.558,00
06/2019;291.610,1 ;268.014,9 ;3.298.234,1 ;2.348,00 ;2.265,00 ;2.216,00 ;1.432,00 ;2.014,36 ;3.743,00 ;1.700,00;5.920,00 ;2.371,93 ;214.241,00 ;213.220,00
07/2019;296.447,6 ;275.586,9 ;3.318.719,6 ;2.368,00 ;2.259,00 ;2.216,00 ;1.459,00 ;2.019,03 ;3.727,00 ;1.703,00;5.790,00 ;2.373,03 ;216.303,00 ;213.189,00
08/2019;298.605,9 ;278.013,4 ;3.332.163,1 ;2.357,00 ;2.267,00 ;2.229,00 ;1.463,00 ;2.027,49 ;3.750,00 ;1.703,00;5.837,00 ;2.383,25 ;215.834,00 ;214.269,00
09/2019;306.757,0 ;286.470,7 ;3.351.453,9 ;2.365,00 ;2.268,00 ;2.227,00 ;1.436,00 ;2.018,51 ;3.732,00 ;1.709,00;5.969,00 ;2.372,22 ;217.196,00 ;214.628,00
10/2019;307.023,8 ;286.414,1 ;3.369.989,9 ;2.371,00 ;2.283,00 ;2.227,00 ;1.418,00 ;2.014,20 ;3.766,00 ;1.725,00;6.112,00 ;2.374,70 ;218.682,00 ;216.934,00
11/2019;316.233,0 ;294.418,6 ;3.381.695,9 ;2.458,00 ;2.293,00 ;2.234,00 ;1.454,00 ;2.030,31 ;3.782,00 ;1.725,00;6.117,00 ;2.389,95 ;227.182,00 ;218.844,00
12/2019;340.412,8 ;316.894,4 ;3.420.066,4 ;2.685,00 ;2.287,00 ;2.221,00 ;1.459,00 ;2.022,56 ;3.802,00 ;1.731,00;6.044,00 ;2.384,93 ;247.255,00 ;218.723,00
01/2020;338.711,9 ;314.333,4 ;3.437.226,2 ;2.694,00 ;2.294,00 ;2.224,00 ;1.478,00 ;2.032,12 ;3.798,00 ;1.742,00;6.076,00 ;2.389,77 ;246.949,00 ;218.494,00
02/2020;328.823,4 ;305.992,9 ;3.445.658,7 ;2.621,00 ;2.299,00 ;2.251,00 ;1.481,00 ;2.052,94 ;3.798,00 ;1.735,00;6.029,00 ;2.403,26 ;236.455,00 ;217.562,00
03/2020;294.992,5 ;273.674,4 ;3.435.163,4 ;2.406,00 ;2.318,00 ;2.271,00 ;1.501,00 ;2.078,62 ;3.757,00 ;1.750,00;5.931,00 ;2.429,28 ;209.953,00 ;215.849,00
04/2020;286.580,5 ;266.570,0 ;3.428.713,2 ;2.348,00 ;2.348,00 ;2.295,00 ;1.535,00 ;2.113,21 ;3.708,00 ;1.764,00;5.967,00 ;2.463,24 ;197.161,00 ;211.193,00
05/2020;285.290,4 ;265.947,2 ;3.433.116,3 ;-;2.389,00 ;2.309,00 ;1.597,00 ;2.146,23 ;3.722,00 ;1.769,00;6.014,00 ;2.513,52 ;-;206.623,00
Fonte;BCB-Depec;BCB-Depec;BCB-Depec;IBGE;IBGE;IBGE;IBGE;IBGE;IBGE;IBGE;IBGE;IBGE;IBGE;IBGE
