05/2017;0,24 ;0,28 ;82,54 ;112,8 ;87,54 ;166,83 ;88,53;90,43 ;91,70 ;89,87 ;85,60
06/2017;-0,17 ;-0,22 ;82,72 ;113,3 ;87,30 ;168,19 ;87,84;89,82 ;95,53 ;91,96 ;85,38
07/2017;0,23 ;0,09 ;82,04 ;114,4 ;89,22 ;172,18 ;86,18;89,51 ;91,89 ;90,66 ;86,29
08/2017;0,19 ;-0,14 ;81,60 ;114,4 ;90,88 ;166,28 ;86,88;89,28 ;89,34 ;89,49 ;86,76
09/2017;0,16 ;-0,02 ;82,54 ;114,8 ;88,69 ;163,56 ;87,94;87,11 ;90,41 ;89,52 ;86,95
10/2017;0,92 ;0,97 ;81,13 ;117,0 ;88,21 ;163,41 ;88,09;85,86 ;88,20 ;88,87 ;84,03
11/2017;0,69 ;0,79 ;81,23 ;114,3 ;87,55 ;163,47 ;87,25;86,52 ;92,02 ;88,06 ;87,33
12/2017;0,46 ;0,30 ;81,48 ;113,4 ;92,34 ;162,48 ;87,71;89,72 ;90,32 ;89,68 ;85,71
01/2018;-0,01 ;-0,06 ;80,87 ;111,9 ;78,61 ;165,54 ;84,87;86,13 ;88,12 ;89,14 ;89,58
02/2018;0,14 ;-0,01 ;80,37 ;110,9 ;80,13 ;166,40 ;85,65;85,67 ;87,74 ;90,61 ;96,15
03/2018;-0,05 ;-0,12 ;81,73 ;113,6 ;90,11 ;167,62 ;87,05;86,81 ;86,13 ;91,93 ;92,25
04/2018;0,20 ;0,10 ;83,81 ;113,0 ;86,10 ;166,50 ;88,46;85,69 ;87,40 ;93,18 ;94,60
05/2018;0,49 ;0,59 ;82,27 ;94,4 ;84,52 ;164,69 ;86,27;86,21 ;85,69 ;76,89 ;90,29
06/2018;1,16 ;1,23 ;83,31 ;113,0 ;89,60 ;166,26 ;90,10;86,61 ;87,54 ;93,67 ;90,23
07/2018;0,11 ;-0,04 ;82,44 ;111,8 ;91,59 ;164,94 ;88,41;84,88 ;87,66 ;90,91 ;91,67
08/2018;-0,15 ;0,09 ;83,42 ;111,9 ;93,89 ;168,16 ;89,77;84,75 ;88,64 ;94,24 ;91,59
09/2018;0,69 ;0,43 ;82,21 ;111,3 ;88,10 ;168,76 ;87,45;85,79 ;86,00 ;91,51 ;87,71
10/2018;0,53 ;0,52 ;82,45 ;107,7 ;88,21 ;168,75 ;87,81;85,98 ;88,28 ;91,95 ;93,16
11/2018;-0,16 ;-0,05 ;85,04 ;103,2 ;88,82 ;169,07 ;88,33;85,61 ;87,92 ;92,07 ;95,63
12/2018;0,11 ;-0,02 ;83,30 ;113,0 ;93,01 ;170,43 ;88,39;85,88 ;86,47 ;91,64 ;92,44
01/2019;-0,02 ;0,04 ;83,90 ;111,4 ;81,55 ;169,06 ;87,47;85,91 ;87,50 ;90,07 ;91,00
02/2019;0,43 ;0,63 ;83,04 ;109,2 ;80,23 ;167,81 ;85,75;83,68 ;86,27 ;90,64 ;89,43
03/2019;0,52 ;0,53 ;83,11 ;111,8 ;84,78 ;166,59 ;81,87;84,37 ;85,44 ;88,89 ;91,31
04/2019;0,55 ;0,58 ;82,30 ;111,9 ;82,37 ;170,61 ;84,75;85,92 ;89,72 ;88,98 ;92,03
05/2019;0,28 ;0,28 ;82,51 ;107,6 ;82,79 ;173,94 ;85,17;86,72 ;87,88 ;88,09 ;92,91
06/2019;0,04 ;0,00 ;82,08 ;106,8 ;83,55 ;171,62 ;84,14;84,42 ;86,21 ;88,26 ;94,52
07/2019;-0,02 ;-0,09 ;83,08 ;110,3 ;90,88 ;175,38 ;87,57;85,33 ;85,42 ;88,87 ;93,81
08/2019;0,04 ;0,19 ;83,45 ;109,4 ;89,85 ;171,77 ;85,65;84,53 ;86,17 ;88,31 ;93,29
09/2019;0,12 ;0,13 ;85,07 ;110,6 ;86,69 ;172,33 ;86,17;83,79 ;86,38 ;90,66 ;91,42
10/2019;0,06 ;-0,06 ;85,07 ;115,4 ;87,97 ;174,06 ;87,31;83,52 ;85,42 ;92,87 ;92,18
11/2019;0,58 ;0,66 ;85,60 ;111,5 ;87,49 ;173,10 ;86,79;83,44 ;85,95 ;91,06 ;91,53
12/2019;1,46 ;1,48 ;84,10 ;107,1 ;86,33 ;172,09 ;81,65;82,89 ;86,26 ;89,92 ;90,43
01/2020;0,01 ;0,06 ;84,76 ;108,7 ;81,67 ;172,81 ;87,45;82,00 ;86,34 ;91,25 ;90,04
02/2020;0,29 ;0,16 ;86,30 ;110,1 ;82,17 ;176,36 ;87,68;82,23 ;86,74 ;91,64 ;87,35
03/2020;-0,32 ;-0,27 ;79,10 ;106,4 ;79,05 ;170,53 ;76,29;78,96 ;82,09 ;86,26 ;85,33
04/2020;-0,53 ;-0,38 ;68,04 ;106,8 ;73,59 ;164,99 ;75,99;77,38 ;69,10 ;68,98 ;84,24
05/2020;-0,31 ;-0,24 ;79,14 ;110,3 ;71,71 ;167,31 ;74,42;75,41 ;69,99 ;74,21 ;82,66
06/2020;0,10 ;0,10 ;-;-;-;-;-;;;;
Fonte;BCB e IBGE;BCB e IBGE;BCB e IBGE;BCB e IBGE;BCB e IBGE;BCB-Depec;BCB e IBGE;BCB e IBGE;BCB e IBGE;BCB e IBGE;BCB e IBGE
